iter	Logloss
172	0.468193457
173	0.4681441895
174	0.468084082
175	0.4680433105
176	0.4679803223
177	0.4679363281
178	0.4678226074
179	0.4677530762
180	0.4676999023
181	0.4676214355
182	0.4675688477
183	0.4675181641
184	0.4674736816
185	0.467426123
186	0.4673806152
187	0.4673191895
188	0.4672932617
189	0.4672141113
190	0.4671741699
191	0.4671068359
192	0.4670688477
193	0.4670049316
194	0.466965332
195	0.4669092773
196	0.4668656738
197	0.4668399414
198	0.4668189941
199	0.46675
200	0.4667294922
201	0.4666969727
202	0.4666657715
203	0.4665906738
204	0.4665634766
205	0.4665186523
206	0.4664559082
207	0.4664276855
208	0.4663473633
209	0.4662615723
210	0.4662426758
211	0.4662083984
212	0.4661771973
213	0.4661441406
214	0.466105127
215	0.4660855469
216	0.466021875
217	0.4660058594
218	0.4659703613
219	0.4659579102
220	0.4659259277
221	0.465898877
222	0.4658548828
223	0.4658019531
224	0.4657601074
225	0.4657044922
226	0.4656739258
227	0.4656491699
228	0.4656118164
229	0.4655745117
230	0.465538916
231	0.4654881348
232	0.465444873
233	0.4653796875
234	0.465317334
235	0.4652779297
236	0.4652399902
237	0.4652140625
238	0.4651273437
239	0.4650651367
240	0.4650404785
241	0.4649985352
242	0.4649586426
243	0.4649120605
244	0.4648742188
245	0.4648458984
246	0.4648065918
247	0.4647772949
248	0.4647331055
249	0.4646964355
250	0.4646623047
251	0.4646233398
252	0.4645898438
253	0.4645520996
254	0.4644795898
255	0.4644324707
256	0.464394043
257	0.4643612305
258	0.4643255371
259	0.4642813477
260	0.4642633789
261	0.4641850098
262	0.4641621094
263	0.4641248047
264	0.4640928223
265	0.4640755859
266	0.4640514648
267	0.4640003906
268	0.463959668
269	0.4639026855
270	0.4638874512
271	0.4638463379
272	0.4638148437
273	0.463768457
274	0.4637375977
275	0.4636680664
276	0.4636486328
277	0.4636139648
278	0.4635961914
279	0.4635683594
280	0.4635299805
281	0.4634941406
282	0.4634526367
283	0.4634279785
284	0.4633866211
285	0.4633269043
286	0.4632631348
287	0.4632233887
288	0.4631801758
289	0.4631277832
290	0.463076123
291	0.4630461914
292	0.4630076172
293	0.4629591797
294	0.4629099609
295	0.4628931641
296	0.4628202148
297	0.4627620117
298	0.4627202637
299	0.4626696777
300	0.4626155273
301	0.4625907227
302	0.4625373535
303	0.462472998
304	0.4624532227
305	0.4624387695
306	0.462415332
307	0.4623510254
308	0.4622493652
309	0.4621650391
310	0.4621226074
311	0.4620895508
312	0.4620571289
313	0.4619886719
314	0.4619170898
315	0.4618583008
316	0.4618166992
317	0.4617452148
318	0.4616848145
319	0.4616556641
320	0.4615606445
321	0.4615158203
322	0.4614934082
323	0.461453125
324	0.4614050293
325	0.4613255371
326	0.4612468262
327	0.4611628906
328	0.4611137207
329	0.4610539062
330	0.4610164063
331	0.4609727539
332	0.4609303711
333	0.4608803223
334	0.4608137695
335	0.4607568359
336	0.4606944824
337	0.4606589844
338	0.4606309082
339	0.4605734375
340	0.4604966309
341	0.4604212891
342	0.4603500488
343	0.4603020508
344	0.4602272461
345	0.4601611328
346	0.4601094727
347	0.4600702148
348	0.4600169434
349	0.4599618164
350	0.4599378906
351	0.4598739746
352	0.459819043
353	0.4597541504
354	0.4597041992
355	0.4596124512
356	0.4595348145
357	0.4594487305
358	0.4594039062
359	0.4593375488
360	0.4592725586
361	0.4592117187
362	0.4591410645
363	0.4591076172
364	0.4590648926
365	0.4589932617
366	0.4589688477
367	0.4588964844
368	0.4588636719
369	0.4587941406
370	0.4587344727
371	0.4586868164
372	0.4586141113
373	0.4585513672
374	0.4585120605
375	0.4584676758
376	0.4584452148
377	0.4583587891
378	0.4583081543
379	0.4582208984
380	0.4581574707
381	0.4581105469
382	0.4580394531
383	0.4579644531
384	0.4579160156
385	0.4578504883
386	0.4577969727
387	0.4577374023
388	0.4577344727
389	0.4576469238
390	0.4575913086
391	0.4574933594
392	0.457397168
393	0.4573410156
394	0.4572643555
395	0.4572094727
396	0.4571405762
397	0.4570777832
398	0.4569967773
399	0.4569041504
400	0.4568231445
401	0.4567462891
402	0.4566834961
403	0.4566387695
404	0.4565510742
405	0.4564974609
406	0.4564082031
407	0.4563857422
408	0.4563164062
409	0.4562374512
410	0.4561711426
411	0.4561035645
412	0.4560584473
413	0.4559697266
414	0.4559046387
415	0.4558585937
416	0.4557900391
417	0.4557426758
418	0.4556377441
419	0.4555349609
420	0.4554605957
421	0.4553941406
422	0.4553197266
423	0.4552880371
424	0.4552154297
425	0.4551723633
426	0.4550865234
427	0.4550425781
428	0.4549919434
429	0.4549537109
430	0.4549064453
431	0.4548175293
432	0.4547492676
433	0.4546754883
434	0.4546223633
435	0.4545821777
436	0.4545169922
437	0.4544571289
438	0.4543945313
439	0.4543642578
440	0.4543057129
441	0.4542470215
442	0.4542030273
443	0.4541225586
444	0.4540630859
445	0.4540169922
446	0.4539834961
447	0.4539277832
448	0.4538543457
449	0.4537664062
450	0.4537052734
451	0.4536382324
452	0.453575
453	0.4535277832
454	0.4534685547
455	0.4533955078
456	0.4533184082
457	0.4532325195
458	0.4531891602
459	0.4531075195
460	0.4530587891
461	0.4529891113
462	0.4529463379
463	0.4528541992
464	0.4527824219
465	0.4527125977
466	0.4526274414
467	0.4525780762
468	0.4525305176
469	0.4524511719
470	0.4523752441
471	0.4523335937
472	0.4522683594
473	0.4521981445
474	0.4521578125
475	0.4520805664
476	0.4520222656
477	0.4519340332
478	0.451850293
479	0.4517860352
480	0.4517299805
481	0.4517175781
482	0.4516345215
483	0.4515763672
484	0.4514954102
485	0.451434082
486	0.4513670898
487	0.4513135742
488	0.4512460449
489	0.4511824219
490	0.4511397949
491	0.4510804688
492	0.4510186035
493	0.4509506348
494	0.4508919922
495	0.4508286621
496	0.450768457
497	0.4506947754
498	0.4506384766
499	0.4505868652
500	0.4505461426
501	0.4504831055
502	0.4503620117
503	0.4503147461
504	0.4502494629
505	0.4501746582
506	0.4501025879
507	0.4500245117
508	0.4499533203
509	0.449913623
510	0.4498768555
511	0.4497921387
512	0.4497492188
513	0.4496777832
514	0.4496088379
515	0.4495460937
516	0.4494241211
517	0.449321875
518	0.4492453125
519	0.4491480957
520	0.4490765625
521	0.4489990723
522	0.4489625977
523	0.4489161621
524	0.4488396484
525	0.4487596191
526	0.4487103516
527	0.4486594238
528	0.448584375
529	0.4485481934
530	0.4484770996
531	0.4484504395
532	0.4484003906
533	0.4483368652
534	0.4482521484
535	0.4481927246
536	0.4480800781
537	0.4480166016
538	0.4479786133
539	0.4478870117
540	0.4478294922
541	0.4477523926
542	0.4476731445
543	0.4476270996
544	0.4475680176
545	0.4475040039
546	0.4474666992
547	0.4473862305
548	0.4473402832
549	0.4473250488
550	0.4472786621
551	0.4472036133
552	0.44715625
553	0.4471209961
554	0.4470307129
555	0.44696875
556	0.4469195801
557	0.4468529297
558	0.4467848145
559	0.44670625
560	0.446659082
561	0.4466585937
562	0.4466045898
563	0.4465318359
564	0.4464576172
565	0.4464112305
566	0.4463668945
567	0.4463109375
568	0.4462495605
569	0.4462158691
570	0.4461871094
571	0.4461045898
572	0.4460537598
573	0.4459968262
574	0.4459098633
575	0.4458688477
576	0.4457942871
577	0.4457552734
578	0.4456989746
579	0.4456612305
580	0.4455956055
581	0.4455820313
582	0.4454933594
583	0.445462793
584	0.4454018066
585	0.4453796387
586	0.4453560547
587	0.4453223633
588	0.4452600098
589	0.4452325195
590	0.4451943848
591	0.4451225098
592	0.4450733398
593	0.4450108398
594	0.4449183594
595	0.444846875
596	0.4448095703
597	0.4447463379
598	0.4446720703
599	0.4446391602
600	0.4445941895
601	0.4445479492
602	0.4445071289
603	0.4444134766
604	0.4443496094
605	0.4442688477
606	0.4442085449
607	0.4441272461
608	0.4441154297
609	0.4440527832
610	0.4439644531
611	0.4438890625
612	0.4438259766
613	0.4437560059
614	0.4437287598
615	0.4436428223
616	0.4435805664
617	0.4435368652
618	0.4435071289
619	0.4435062988
620	0.443446582
621	0.4433950684
622	0.4433463867
623	0.4433165039
624	0.4432441406
625	0.4431900391
626	0.4431210449
627	0.4430790039
628	0.4429736328
629	0.4429010742
630	0.4428285156
631	0.4427675781
632	0.4427287598
633	0.4426530273
634	0.4426269531
635	0.4425762695
636	0.4425130859
637	0.4424081055
638	0.4423665039
639	0.4422812012
640	0.4422404785
641	0.4421707031
642	0.4421317871
643	0.4420897949
644	0.4420334961
645	0.4419053711
646	0.4418481445
647	0.4418056641
648	0.4417725098
649	0.4417187988
650	0.4416854492
651	0.4416352051
652	0.4415938477
653	0.4415472656
654	0.4414525879
655	0.4414057617
656	0.4413414063
657	0.4412603516
658	0.4411918945
659	0.4411039063
660	0.441044873
661	0.4409816406
662	0.4409379883
663	0.4408132813
664	0.4407458008
665	0.4407013672
666	0.4406483887
667	0.4405996582
668	0.4405335938
669	0.4404782715
670	0.4403807617
671	0.4403291016
672	0.4402677734
673	0.4401915527
674	0.4400873047
675	0.4400347656
676	0.4399670898
677	0.4399213379
678	0.4398508789
679	0.4398217285
680	0.4397662598
681	0.4396894531
682	0.4396384766
683	0.4395987305
684	0.4395385254
685	0.4394509766
686	0.4393684082
687	0.4393025391
688	0.4391919922
689	0.4391429687
690	0.4390625488
691	0.4390135742
692	0.4389288086
693	0.4388509766
694	0.4387727539
695	0.4387293457
696	0.4386944336
697	0.4386532715
698	0.4385967285
699	0.438534668
700	0.4384803711
701	0.4384213867
702	0.4383703125
703	0.4383016602
704	0.4381930176
705	0.4381362305
706	0.4380919434
707	0.438035791
708	0.4379910156
709	0.4379555176
710	0.437910791
711	0.4378333496
712	0.437737207
713	0.4376796875
714	0.4376362305
715	0.4375729492
716	0.4375445801
717	0.437513623
718	0.4374548828
719	0.4374372559
720	0.4373631836
721	0.4373112305
722	0.4372964844
723	0.4372204102
724	0.4371860352
725	0.4370981445
726	0.4370463379
727	0.4369951172
728	0.4369226562
729	0.436856543
730	0.4367719727
731	0.4367050781
732	0.4366225586
733	0.4365636719
734	0.4365205078
735	0.4364760742
736	0.4364260254
737	0.4363848145
738	0.4363023926
739	0.4362388184
740	0.4361895508
741	0.4361182617
742	0.4360973633
743	0.4360726563
744	0.436015332
745	0.435924707
746	0.4358678711
747	0.4358227539
748	0.4357615234
749	0.4356969727
750	0.4356399414
751	0.4356126953
752	0.4355611328
753	0.4354586914
754	0.4353893066
755	0.4352813477
756	0.4352464355
757	0.435173291
758	0.4351114258
759	0.4350638672
760	0.4350119141
761	0.4349523438
762	0.4348700195
763	0.4348362305
764	0.4347948242
765	0.4347526367
766	0.4346896484
767	0.434610498
768	0.4345320801
769	0.4344604492
770	0.4344166504
771	0.4343499023
772	0.4343150391
773	0.4342445313
774	0.4341893555
775	0.4341201172
776	0.434079541
777	0.4340430664
778	0.4339699219
779	0.4339098633
780	0.4338701172
781	0.4338070312
782	0.4337456055
783	0.4336662109
784	0.4335944824
785	0.4335550781
786	0.4335199219
787	0.4334600586
788	0.4334083008
789	0.4333549805
790	0.433292041
791	0.4332582031
792	0.4332039062
793	0.4331749023
794	0.4331138184
795	0.4330696289
796	0.4330362305
797	0.4329766113
798	0.4329126953
799	0.4328698242
800	0.4327867188
801	0.4327329102
802	0.4326807617
803	0.4326287109
804	0.432590332
805	0.4325498047
806	0.432503418
807	0.4324427734
808	0.4324125977
809	0.4323496094
810	0.4322929688
811	0.4322130859
812	0.4321644531
813	0.4320861328
814	0.4320348633
815	0.4319875
816	0.4319282227
817	0.4318610352
818	0.4318120605
819	0.4317366699
820	0.431671875
821	0.4316326172
822	0.4315711914
823	0.4315273438
824	0.431489502
825	0.4314291992
826	0.4313887695
827	0.4313171387
828	0.4312643066
829	0.4312134766
830	0.431169873
831	0.4311211914
832	0.4310667969
833	0.4309708984
834	0.4308970215
835	0.4308607422
836	0.4308202148
837	0.4307404297
838	0.4306719238
839	0.4306165039
840	0.4305697266
841	0.4304881836
842	0.4304118652
843	0.4303610352
844	0.4303001953
845	0.4302547363
846	0.4302287109
847	0.4301941406
848	0.4301253418
849	0.4300616699
850	0.4300233398
851	0.4299591797
852	0.4298775879
853	0.429803125
854	0.4297096191
855	0.4296655273
856	0.4296023438
857	0.4295639648
858	0.429494043
859	0.4294303711
860	0.4293878906
861	0.4293586426
862	0.4293037598
863	0.4292501953
864	0.4292208984
865	0.4291519043
866	0.4290852539
867	0.4290274414
868	0.4289813477
869	0.4289035645
870	0.4288654297
871	0.4287935059
872	0.4287246582
873	0.428646582
874	0.4285723633
875	0.4285590332
876	0.4285199219
877	0.4284918457
878	0.4284362305
879	0.4283973633
880	0.4282928711
881	0.4282373047
882	0.4281584961
883	0.4280875
884	0.4280344238
885	0.4279620117
886	0.427887207
887	0.4278355957
888	0.4278245117
889	0.4277806641
890	0.4277348633
891	0.4276860352
892	0.4276440918
893	0.4275962891
894	0.4275358398
895	0.4274708496
896	0.4274252441
897	0.4273787598
898	0.4273089355
899	0.4272460938
900	0.4271876465
901	0.4271318359
902	0.4270418945
903	0.4270172852
904	0.4269952637
905	0.4269333984
906	0.4268453613
907	0.4267917969
908	0.4267190918
909	0.4266912109
910	0.4266012695
911	0.4265407715
912	0.4264808594
913	0.4264476562
914	0.4264092773
915	0.4263769531
916	0.4262900391
917	0.426273291
918	0.4262174805
919	0.4261457031
920	0.4260793457
921	0.426009668
922	0.4259533203
923	0.4258874023
924	0.4258306152
925	0.4257792969
926	0.4257092285
927	0.4256630859
928	0.4256321777
929	0.4255562012
930	0.4255348633
931	0.4255010742
932	0.4254477539
933	0.4254050781
934	0.4253370117
935	0.4252915527
936	0.4252336914
937	0.4251927246
938	0.4251475098
939	0.4251095703
940	0.4250356445
941	0.4249570313
942	0.4249181641
943	0.4248726562
944	0.4248088867
945	0.4247804687
946	0.4247572266
947	0.424672998
948	0.4245952148
949	0.4245588379
950	0.4244829102
951	0.4244157227
952	0.4243708984
953	0.4243477539
954	0.4243069824
955	0.4242748535
956	0.424190918
957	0.4241314941
958	0.4240642578
959	0.4239918945
960	0.4239353027
961	0.4239282227
962	0.423837793
963	0.4237970703
964	0.4237330566
965	0.4236538574
966	0.4236250977
967	0.4235550781
968	0.4235073242
969	0.4234594727
970	0.4234063965
971	0.4233638672
972	0.423284375
973	0.4232443359
974	0.4231924805
975	0.423153418
976	0.423098584
977	0.4230696289
978	0.4230607422
979	0.4229986328
980	0.4229273438
981	0.4228617676
982	0.4227913086
983	0.4227081055
984	0.4226360352
985	0.4225800781
986	0.4225404297
987	0.4225046875
988	0.4224453125
989	0.4224122559
990	0.422328418
991	0.4222925781
992	0.422269043
993	0.4221796875
994	0.4221318359
995	0.4220681641
996	0.422034668
997	0.4219600586
998	0.4219200195
999	0.4218557617
